date,vegetable,price_per_kg,temperature_c,rainfall_mm,humidity_percent,festival,transport_strike,supply_quantity_ton,demand_index,season,day_of_week
2024-06-28,Brinjal,51.35,37.07,1.36,58.58,No,No,8.7,92.21,Summer,Friday
2024-06-28,Onion,52.54,35.7,4.35,82.93,No,No,11.95,84.54,Summer,Friday
2024-06-28,Carrot,55.33,32.23,4.65,55.38,No,No,14.27,81.61,Summer,Friday
2024-06-28,Beans,49.69,33.49,2.06,64.4,No,No,10.21,74.19,Summer,Friday
2024-06-28,Cabbage,44.0,34.15,4.45,63.15,No,No,5.78,80.25,Summer,Friday
2024-06-28,Cauliflower,43.66,27.96,0.86,55.69,No,No,9.31,50.91,Summer,Friday
2024-06-28,Potato,36.53,37.98,3.51,72.78,No,No,19.4,70.57,Summer,Friday
2024-06-28,Chilli,57.27,35.64,3.1,73.65,No,No,19.47,84.49,Summer,Friday
2024-06-28,Pumpkin,45.11,27.19,4.99,74.02,No,No,6.26,97.44,Summer,Friday
2024-06-28,Radish,41.26,26.26,2.64,52.3,No,No,5.44,60.35,Summer,Friday
2024-06-28,Spinach,42.97,31.37,0.55,87.62,No,No,6.77,93.52,Summer,Friday
2024-06-28,Coriander,28.33,27.61,3.0,80.65,No,No,16.12,68.06,Summer,Friday
2024-06-29,Tomato,36.66,32.98,4.61,83.56,No,No,17.29,73.81,Summer,Saturday
2024-06-29,Brinjal,36.99,36.16,0.68,72.83,No,No,18.76,55.61,Summer,Saturday
2024-06-29,Onion,49.53,25.66,4.52,60.71,No,No,7.77,54.84,Summer,Saturday
2024-06-29,Carrot,45.73,28.79,2.98,76.86,No,No,19.93,53.41,Summer,Saturday
2024-06-29,Beans,45.42,35.0,0.38,52.31,No,No,17.42,78.07,Summer,Saturday
2024-06-29,Cabbage,36.54,29.14,4.38,73.78,No,No,19.22,89.97,Summer,Saturday
2024-06-29,Cauliflower,41.19,29.62,0.3,69.37,No,No,13.23,52.27,Summer,Saturday
2024-06-29,Potato,36.08,31.21,2.78,50.68,No,No,13.6,47.98,Summer,Saturday
2024-06-29,Chilli,58.68,28.46,4.59,65.81,No,No,6.08,44.69,Summer,Saturday
2024-06-29,Pumpkin,41.79,32.97,1.56,55.15,No,No,6.7,82.42,Summer,Saturday
2024-06-29,Radish,30.97,33.08,0.91,58.84,No,No,16.46,47.45,Summer,Saturday
2024-06-29,Spinach,34.83,26.59,1.66,82.61,No,No,12.09,71.44,Summer,Saturday
2024-06-29,Coriander,27.87,27.08,3.82,75.35,No,No,14.32,59.47,Summer,Saturday
2024-06-30,Tomato,43.15,36.99,0.74,74.1,No,No,5.65,65.5,Summer,Sunday
2024-06-30,Brinjal,43.51,25.55,4.9,51.33,No,No,14.46,73.16,Summer,Sunday
2024-06-30,Onion,48.23,31.94,4.68,51.48,No,No,6.12,42.59,Summer,Sunday
2024-06-30,Carrot,53.28,30.34,2.92,52.09,No,No,5.41,40.34,Summer,Sunday
2024-06-30,Beans,43.62,37.21,4.27,54.74,No,No,18.88,74.2,Summer,Sunday
2024-06-30,Cabbage,38.88,30.83,1.81,67.87,No,No,18.45,98.98,Summer,Sunday
2024-06-30,Cauliflower,39.9,37.64,2.43,54.91,No,No,16.44,57.03,Summer,Sunday
2024-06-30,Potato,44.59,34.76,2.82,60.16,No,No,15.34,96.65,Summer,Sunday
2024-06-30,Chilli,62.11,26.88,0.49,72.51,No,No,15.92,96.28,Summer,Sunday
2024-06-30,Pumpkin,38.59,27.1,3.04,69.8,No,No,11.74,84.03,Summer,Sunday
2024-06-30,Radish,43.42,30.67,2.26,82.59,No,No,6.99,76.58,Summer,Sunday
2024-06-30,Spinach,33.03,33.08,4.38,84.76,No,No,11.09,58.94,Summer,Sunday
2024-06-30,Coriander,28.74,37.06,2.91,57.55,No,No,15.93,69.47,Summer,Sunday
2024-07-01,Tomato,30.42,24.38,24.08,69.78,No,No,17.46,43.2,Monsoon,Monday
2024-07-01,Brinjal,51.68,23.11,34.57,86.01,No,No,7.175,89.27,Monsoon,Monday
2024-07-01,Onion,43.6,20.57,23.49,74.3,No,No,16.79,56.77,Monsoon,Monday
2024-07-01,Carrot,53.68,23.47,19.35,67.27,No,No,16.66,81.73,Monsoon,Monday
2024-07-01,Beans,44.88,20.22,9.25,83.0,No,No,10.1,49.75,Monsoon,Monday
2024-07-01,Cabbage,39.4,25.73,36.22,70.59,No,No,4.396,49.0,Monsoon,Monday
2024-07-01,Cauliflower,49.93,22.45,28.58,69.05,No,No,6.46,72.27,Monsoon,Monday
2024-07-01,Potato,48.84,21.74,20.69,74.04,No,No,5.81,84.55,Monsoon,Monday
2024-07-01,Chilli,59.18,22.76,34.77,64.66,No,No,5.0889999999999995,41.33,Monsoon,Monday
2024-07-01,Pumpkin,39.69,20.36,0.8,80.22,No,No,11.55,88.86,Monsoon,Monday
2024-07-01,Radish,38.51,28.59,32.23,81.55,No,No,8.092,58.03,Monsoon,Monday
2024-07-01,Spinach,29.23,28.16,8.27,79.79,No,No,17.77,63.32,Monsoon,Monday
2024-07-01,Coriander,33.24,29.58,16.72,67.68,No,No,8.82,67.07,Monsoon,Monday
2024-07-02,Tomato,45.24,28.44,21.69,75.56,No,No,6.15,77.71,Monsoon,Tuesday
2024-07-02,Brinjal,46.38,25.59,30.33,86.18,No,No,4.753,50.67,Monsoon,Tuesday
2024-07-02,Onion,47.8,27.56,29.52,50.83,No,No,10.81,56.81,Monsoon,Tuesday
2024-07-02,Carrot,51.76,29.74,14.24,71.46,No,No,10.76,51.47,Monsoon,Tuesday
2024-07-02,Beans,49.39,26.46,26.58,78.79,No,No,15.77,92.14,Monsoon,Tuesday
2024-07-02,Cabbage,33.86,29.66,35.24,63.62,No,No,13.370000000000001,66.14,Monsoon,Tuesday
2024-07-02,Cauliflower,47.61,21.14,14.8,61.17,No,No,16.7,96.48,Monsoon,Tuesday
2024-07-02,Potato,46.27,28.07,14.62,84.67,No,No,13.81,99.67,Monsoon,Tuesday
2024-07-02,Chilli,53.35,23.96,0.25,73.93,No,No,19.13,63.69,Monsoon,Tuesday
2024-07-02,Pumpkin,44.3,21.79,33.75,73.11,No,No,6.1739999999999995,92.38,Monsoon,Tuesday
2024-07-02,Radish,36.94,23.32,7.17,84.19,No,No,13.73,67.73,Monsoon,Tuesday
2024-07-02,Spinach,30.85,26.13,20.49,69.01,No,No,9.24,41.57,Monsoon,Tuesday
2024-07-02,Coriander,33.98,27.72,35.6,69.36,No,No,11.088,85.34,Monsoon,Tuesday
2024-07-03,Tomato,36.87,29.24,12.9,61.58,No,No,13.36,61.13,Monsoon,Wednesday
2024-07-03,Brinjal,41.54,25.87,4.84,59.78,No,No,19.38,80.54,Monsoon,Wednesday
2024-07-03,Onion,47.19,22.64,21.41,76.96,No,No,13.8,64.27,Monsoon,Wednesday
2024-07-03,Carrot,60.1,24.33,31.54,58.19,No,No,9.701999999999998,93.99,Monsoon,Wednesday
2024-07-03,Beans,37.28,25.48,0.69,80.07,No,No,19.0,42.89,Monsoon,Wednesday
2024-07-03,Cabbage,41.12,22.23,23.45,89.16,No,No,14.49,96.29,Monsoon,Wednesday
2024-07-03,Cauliflower,49.96,21.24,3.15,65.83,No,No,5.38,68.65,Monsoon,Wednesday
2024-07-03,Potato,42.14,29.87,28.82,64.62,No,No,16.55,88.62,Monsoon,Wednesday
2024-07-03,Chilli,53.98,28.08,32.2,55.58,No,No,10.129,40.55,Monsoon,Wednesday
2024-07-03,Pumpkin,41.65,27.54,7.36,71.89,No,No,7.01,82.8,Monsoon,Wednesday
2024-07-03,Radish,46.89,25.51,35.71,72.04,No,No,5.1659999999999995,85.3,Monsoon,Wednesday
2024-07-03,Spinach,43.68,26.14,37.21,87.85,No,No,5.369,90.24,Monsoon,Wednesday
2024-07-03,Coriander,33.38,29.29,37.33,69.37,No,No,11.844000000000001,86.13,Monsoon,Wednesday
2024-07-04,Tomato,37.18,23.85,13.41,71.59,No,No,14.22,65.68,Monsoon,Thursday
2024-07-04,Brinjal,40.96,20.49,20.68,68.09,No,No,12.68,54.16,Monsoon,Thursday
2024-07-04,Onion,54.05,22.37,25.82,69.74,No,No,6.94,74.52,Monsoon,Thursday
2024-07-04,Carrot,56.76,22.33,31.63,79.81,No,No,12.879999999999999,93.22,Monsoon,Thursday
2024-07-04,Beans,51.05,20.48,15.26,68.91,No,No,12.4,88.66,Monsoon,Thursday
2024-07-04,Cabbage,43.89,23.51,7.7,89.7,No,No,6.67,82.82,Monsoon,Thursday
2024-07-04,Cauliflower,42.02,26.32,22.75,67.98,No,No,11.67,50.92,Monsoon,Thursday
2024-07-04,Potato,34.86,21.52,20.12,59.91,No,No,16.53,52.15,Monsoon,Thursday
2024-07-04,Chilli,59.31,20.99,14.43,86.93,No,No,8.38,55.89,Monsoon,Thursday
2024-07-04,Pumpkin,29.09,20.38,37.36,85.88,No,No,13.705999999999998,53.99,Monsoon,Thursday
2024-07-04,Radish,46.85,25.82,36.17,72.18,No,No,7.587999999999999,97.21,Monsoon,Thursday
2024-07-04,Spinach,34.4,25.76,18.78,76.54,No,No,18.28,90.96,Monsoon,Thursday
2024-07-04,Coriander,35.26,29.18,24.17,77.15,No,No,8.57,76.31,Monsoon,Thursday
2024-07-05,Tomato,32.75,29.78,30.67,53.51,No,No,13.608,51.8,Monsoon,Friday
2024-07-05,Brinjal,46.19,23.16,16.97,59.56,No,No,11.9,77.62,Monsoon,Friday
2024-07-05,Onion,54.39,29.42,26.31,89.14,No,No,12.96,97.3,Monsoon,Friday
2024-07-05,Carrot,59.39,21.37,26.4,56.01,No,No,12.38,95.29,Monsoon,Friday
2024-07-05,Beans,41.33,24.48,35.55,81.92,No,No,12.075,47.04,Monsoon,Friday
2024-07-05,Cabbage,39.49,28.2,34.74,63.61,No,No,8.855,71.71,Monsoon,Friday
2024-07-05,Cauliflower,50.2,26.86,0.28,88.09,No,No,9.21,83.23,Monsoon,Friday
2024-07-05,Potato,43.35,24.89,3.1,82.41,No,No,12.33,79.92,Monsoon,Friday
2024-07-05,Chilli,60.6,21.38,3.33,59.96,No,No,18.15,96.52,Monsoon,Friday
2024-07-05,Pumpkin,30.61,22.87,4.17,65.35,No,No,13.38,49.89,Monsoon,Friday
2024-07-05,Radish,37.73,29.85,35.9,51.16,No,No,6.4399999999999995,45.84,Monsoon,Friday
2024-07-05,Spinach,43.24,27.48,5.05,62.59,No,No,5.87,91.73,Monsoon,Friday
2024-07-05,Coriander,30.59,22.79,10.51,52.88,No,No,5.47,42.11,Monsoon,Friday
2024-07-06,Tomato,40.06,25.42,26.74,55.97,No,No,16.81,89.15,Monsoon,Saturday
2024-07-06,Brinjal,39.59,20.83,26.71,66.19,No,No,12.96,48.32,Monsoon,Saturday
2024-07-06,Onion,56.42,26.16,31.14,65.15,No,No,8.337,93.81,Monsoon,Saturday
2024-07-06,Carrot,60.38,28.07,0.79,55.52,No,No,10.98,95.31,Monsoon,Saturday
2024-07-06,Beans,44.36,27.13,5.35,67.23,No,No,15.61,66.44,Monsoon,Saturday
2024-07-06,Cabbage,38.8,29.88,30.1,77.89,No,No,13.797,93.01,Monsoon,Saturday
2024-07-06,Cauliflower,44.98,25.8,12.96,71.12,No,No,7.75,52.03,Monsoon,Saturday
2024-07-06,Potato,39.48,26.03,5.9,53.42,No,No,13.52,64.73,Monsoon,Saturday
2024-07-06,Chilli,64.19,26.14,18.8,58.11,No,No,11.07,89.69,Monsoon,Saturday
2024-07-06,Pumpkin,36.64,27.83,15.35,51.43,No,No,16.71,91.67,Monsoon,Saturday
2024-07-06,Radish,37.43,23.18,36.6,82.64,No,No,9.03,57.29,Monsoon,Saturday
2024-07-06,Spinach,27.14,29.59,32.75,59.8,No,No,13.482000000000001,48.13,Monsoon,Saturday
2024-07-06,Coriander,24.58,28.62,17.49,67.57,No,No,15.06,45.61,Monsoon,Saturday
2024-07-07,Tomato,43.7,25.49,34.49,82.02,No,No,5.257,64.79,Monsoon,Sunday
2024-07-07,Brinjal,44.01,27.7,7.71,74.85,No,No,17.04,84.7,Monsoon,Sunday
2024-07-07,Onion,47.1,26.24,36.85,51.68,No,No,10.703,59.03,Monsoon,Sunday
2024-07-07,Carrot,59.85,28.48,36.44,81.15,No,No,6.055,74.51,Monsoon,Sunday
2024-07-07,Beans,47.08,21.43,28.76,52.76,No,No,5.67,45.26,Monsoon,Sunday
2024-07-07,Cabbage,28.2,23.03,3.57,78.7,No,No,16.87,40.06,Monsoon,Sunday
2024-07-07,Cauliflower,44.86,22.45,17.79,83.82,No,No,12.36,67.54,Monsoon,Sunday
2024-07-07,Potato,40.14,24.4,22.28,85.07,No,No,16.36,77.95,Monsoon,Sunday
2024-07-07,Chilli,60.69,23.54,13.39,50.3,No,No,5.15,51.46,Monsoon,Sunday
2024-07-07,Pumpkin,38.37,20.24,24.34,64.87,No,No,12.76,86.49,Monsoon,Sunday
2024-07-07,Radish,34.94,20.74,39.02,58.89,No,No,8.575,42.59,Monsoon,Sunday
2024-07-07,Spinach,25.13,22.24,22.36,69.75,No,No,18.4,45.07,Monsoon,Sunday
2024-07-07,Coriander,30.62,29.74,28.3,58.33,No,No,5.83,43.5,Monsoon,Sunday
2024-07-08,Tomato,45.58,27.69,37.7,81.08,No,No,10.030999999999999,98.06,Monsoon,Monday
2024-07-08,Brinjal,45.48,22.0,35.36,52.66,No,No,7.643999999999999,60.62,Monsoon,Monday
2024-07-08,Onion,49.99,27.64,8.47,75.38,No,No,12.1,72.28,Monsoon,Monday
2024-07-08,Carrot,60.51,21.08,22.58,57.84,No,No,7.02,82.12,Monsoon,Monday
2024-07-08,Beans,47.77,25.29,24.05,62.7,No,No,10.87,66.87,Monsoon,Monday
2024-07-08,Cabbage,43.98,28.45,9.98,82.78,No,No,10.83,97.8,Monsoon,Monday
2024-07-08,Cauliflower,47.39,29.16,35.19,50.65,No,No,11.136999999999999,82.66,Monsoon,Monday
2024-07-08,Potato,39.84,28.13,18.03,60.27,No,No,9.11,51.07,Monsoon,Monday
2024-07-08,Chilli,68.8,23.5,17.38,68.14,No,No,6.64,97.25,Monsoon,Monday
2024-07-08,Pumpkin,34.66,29.93,19.59,74.6,No,No,8.76,53.97,Monsoon,Monday
2024-07-08,Radish,40.39,21.61,32.86,52.02,No,No,11.795,85.92,Monsoon,Monday
2024-07-08,Spinach,32.64,29.53,10.63,53.23,No,No,10.44,54.72,Monsoon,Monday
2024-07-08,Coriander,36.81,25.91,36.29,70.4,No,No,9.065,89.36,Monsoon,Monday
2024-07-09,Tomato,46.85,23.75,36.49,87.46,No,No,5.929,83.9,Monsoon,Tuesday
2024-07-09,Brinjal,35.36,22.71,11.26,82.54,No,No,19.79,51.06,Monsoon,Tuesday
2024-07-09,Onion,41.68,21.33,21.5,83.8,No,No,16.3,45.45,Monsoon,Tuesday
2024-07-09,Carrot,58.99,25.36,21.92,74.12,No,No,8.42,79.4,Monsoon,Tuesday
2024-07-09,Beans,46.61,23.58,28.81,81.54,No,No,16.95,82.36,Monsoon,Tuesday
2024-07-09,Cabbage,35.54,24.56,6.83,70.08,No,No,14.64,68.94,Monsoon,Tuesday
2024-07-09,Cauliflower,49.5,29.42,0.96,67.55,No,No,9.32,80.1,Monsoon,Tuesday
2024-07-09,Potato,31.89,20.87,26.63,86.65,No,No,17.42,40.4,Monsoon,Tuesday
2024-07-09,Chilli,58.66,27.84,37.52,59.14,No,No,9.463999999999999,60.6,Monsoon,Tuesday
2024-07-09,Pumpkin,36.19,23.12,30.16,79.34,No,No,11.984,80.87,Monsoon,Tuesday
2024-07-09,Radish,37.3,29.29,20.34,86.05,No,No,19.22,88.76,Monsoon,Tuesday
2024-07-09,Spinach,29.88,27.12,2.67,86.12,No,No,18.98,70.84,Monsoon,Tuesday
2024-07-09,Coriander,29.02,21.19,26.55,58.66,No,No,18.97,81.49,Monsoon,Tuesday
2024-07-10,Tomato,41.76,29.55,18.26,61.27,No,No,12.42,82.26,Monsoon,Wednesday
2024-07-10,Brinjal,52.49,21.41,11.79,74.44,No,No,5.75,87.59,Monsoon,Wednesday
2024-07-10,Onion,47.85,26.96,28.36,84.17,No,No,9.52,52.59,Monsoon,Wednesday
2024-07-10,Carrot,50.09,28.63,7.49,74.45,No,No,17.97,68.33,Monsoon,Wednesday
2024-07-10,Beans,55.27,24.04,7.88,78.34,No,No,8.6,96.45,Monsoon,Wednesday
2024-07-10,Cabbage,39.34,22.77,15.28,66.11,No,No,6.39,59.05,Monsoon,Wednesday
2024-07-10,Cauliflower,47.99,29.05,27.43,73.81,No,No,14.65,91.22,Monsoon,Wednesday
2024-07-10,Potato,49.44,24.35,24.06,60.76,No,No,7.97,95.08,Monsoon,Wednesday
2024-07-10,Chilli,55.47,28.27,32.87,56.0,No,No,9.513,44.9,Monsoon,Wednesday
2024-07-10,Pumpkin,28.04,26.4,8.59,86.13,No,No,19.23,57.52,Monsoon,Wednesday
2024-07-10,Radish,39.92,21.61,7.1,69.0,No,No,11.01,73.15,Monsoon,Wednesday
2024-07-10,Spinach,33.59,23.87,35.57,71.96,No,No,8.414,55.03,Monsoon,Wednesday
2024-07-10,Coriander,32.42,29.71,2.94,81.89,No,No,9.28,64.59,Monsoon,Wednesday
2024-07-11,Tomato,36.83,27.25,22.0,69.82,No,No,11.97,56.04,Monsoon,Thursday
2024-07-11,Brinjal,43.44,21.8,25.2,81.2,No,No,19.02,88.75,Monsoon,Thursday
2024-07-11,Onion,55.18,26.75,11.99,53.29,No,No,10.38,92.22,Monsoon,Thursday
2024-07-11,Carrot,52.19,21.64,35.06,61.98,No,No,11.858,65.26,Monsoon,Thursday
2024-07-11,Beans,46.32,29.88,18.04,65.69,No,No,5.92,42.33,Monsoon,Thursday
2024-07-11,Cabbage,40.55,28.75,13.67,72.1,No,No,9.68,76.64,Monsoon,Thursday
2024-07-11,Cauliflower,50.01,28.68,33.98,70.01,No,No,7.818999999999999,79.14,Monsoon,Thursday
2024-07-11,Potato,33.15,29.68,10.01,69.42,No,No,17.85,48.21,Monsoon,Thursday
2024-07-11,Chilli,70.86,28.5,38.97,57.88,No,No,3.5629999999999997,92.1,Monsoon,Thursday
2024-07-11,Pumpkin,42.11,25.65,17.39,88.09,No,No,5.21,78.8,Monsoon,Thursday
2024-07-11,Radish,35.15,23.0,3.86,85.26,No,No,9.5,44.02,Monsoon,Thursday
2024-07-11,Spinach,33.03,23.08,12.03,62.2,No,No,14.22,69.9,Monsoon,Thursday
2024-07-11,Coriander,29.28,25.59,11.29,83.83,No,No,16.26,73.29,Monsoon,Thursday
2024-07-12,Tomato,34.05,28.89,22.0,60.4,No,No,12.14,42.74,Monsoon,Friday
2024-07-12,Brinjal,51.63,28.68,14.18,84.85,No,No,9.24,95.49,Monsoon,Friday
2024-07-12,Onion,57.61,23.03,32.5,74.36,No,No,7.567,95.89,Monsoon,Friday
2024-07-12,Carrot,54.17,20.92,14.97,85.43,No,No,15.23,79.16,Monsoon,Friday
2024-07-12,Beans,49.26,27.36,4.6,56.31,No,No,8.48,65.96,Monsoon,Friday
2024-07-12,Cabbage,30.52,25.07,28.53,69.4,No,No,17.17,52.7,Monsoon,Friday
2024-07-12,Cauliflower,44.91,27.51,28.12,66.26,No,No,13.27,71.01,Monsoon,Friday
2024-07-12,Potato,42.13,20.4,22.37,87.45,No,No,12.35,73.89,Monsoon,Friday
2024-07-12,Chilli,64.09,28.94,8.7,70.37,No,No,10.9,88.59,Monsoon,Friday
2024-07-12,Pumpkin,40.87,23.73,5.51,62.89,No,No,7.95,82.19,Monsoon,Friday
2024-07-12,Radish,29.35,24.32,17.44,85.72,No,No,18.83,47.63,Monsoon,Friday
2024-07-12,Spinach,30.28,23.52,23.03,65.85,No,No,19.95,76.22,Monsoon,Friday
2024-07-12,Coriander,33.75,22.56,5.7,76.13,No,No,8.34,67.95,Monsoon,Friday
2024-07-13,Tomato,38.54,21.97,12.59,63.28,No,No,12.49,66.42,Monsoon,Saturday
2024-07-13,Brinjal,49.78,25.12,10.31,68.73,No,No,11.38,93.73,Monsoon,Saturday
2024-07-13,Onion,44.74,24.61,22.6,75.24,No,No,18.6,68.8,Monsoon,Saturday
2024-07-13,Carrot,60.49,25.39,23.57,85.54,No,No,8.74,88.06,Monsoon,Saturday
2024-07-13,Beans,50.62,25.68,22.95,84.44,No,No,8.97,74.51,Monsoon,Saturday
2024-07-13,Cabbage,36.77,28.9,2.49,74.7,No,No,8.08,52.12,Monsoon,Saturday
2024-07-13,Cauliflower,40.09,26.09,21.03,76.03,No,No,15.06,53.16,Monsoon,Saturday
2024-07-13,Potato,35.31,28.49,24.09,62.99,No,No,17.77,58.76,Monsoon,Saturday
2024-07-13,Chilli,55.18,28.28,4.63,76.24,No,No,12.86,50.91,Monsoon,Saturday
2024-07-13,Pumpkin,29.29,25.87,20.74,65.82,No,No,18.68,61.84,Monsoon,Saturday
2024-07-13,Radish,41.67,21.48,2.81,78.08,No,No,6.9,67.5,Monsoon,Saturday
2024-07-13,Spinach,39.27,24.57,31.81,72.49,No,No,3.927,60.96,Monsoon,Saturday
2024-07-13,Coriander,35.46,23.55,18.43,63.75,No,No,6.03,68.41,Monsoon,Saturday
2024-07-14,Tomato,33.79,24.57,33.41,86.91,No,No,12.915,53.52,Monsoon,Sunday
2024-07-14,Brinjal,44.5,21.24,21.37,72.49,No,No,10.68,64.86,Monsoon,Sunday
2024-07-14,Onion,49.89,20.86,10.53,53.79,No,No,15.52,83.79,Monsoon,Sunday
2024-07-14,Carrot,53.43,25.95,9.24,87.44,No,No,7.34,47.86,Monsoon,Sunday
2024-07-14,Beans,47.99,22.3,1.46,79.52,No,No,11.86,71.44,Monsoon,Sunday
2024-07-14,Cabbage,34.24,22.14,4.22,62.81,No,No,14.76,62.84,Monsoon,Sunday
2024-07-14,Cauliflower,46.26,27.42,39.29,74.18,No,No,7.251999999999999,57.57,Monsoon,Sunday
2024-07-14,Potato,35.39,26.36,19.32,59.98,No,No,16.13,53.43,Monsoon,Sunday
2024-07-14,Chilli,63.19,29.3,2.08,54.45,No,No,13.16,91.99,Monsoon,Sunday
2024-07-14,Pumpkin,34.13,29.17,8.52,83.13,No,No,11.18,59.76,Monsoon,Sunday
2024-07-14,Radish,28.91,20.79,4.65,68.2,No,No,18.63,44.77,Monsoon,Sunday
2024-07-14,Spinach,33.16,21.64,9.05,77.05,No,No,10.35,57.01,Monsoon,Sunday
2024-07-14,Coriander,36.13,22.3,36.42,80.83,No,No,10.185,91.57,Monsoon,Sunday
2024-07-15,Tomato,41.78,29.68,29.66,72.38,No,No,14.19,88.55,Monsoon,Monday
2024-07-15,Brinjal,34.94,27.49,22.04,54.35,No,No,17.87,42.22,Monsoon,Monday
2024-07-15,Onion,45.55,23.15,18.6,84.07,No,No,10.13,43.22,Monsoon,Monday
2024-07-15,Carrot,56.06,28.08,29.61,53.59,No,No,18.31,99.38,Monsoon,Monday
2024-07-15,Beans,54.35,23.43,5.69,50.4,No,No,7.94,89.56,Monsoon,Monday
2024-07-15,Cabbage,39.72,28.1,25.58,69.25,No,No,10.76,76.27,Monsoon,Monday
2024-07-15,Cauliflower,55.33,25.99,39.89,57.33,No,No,6.622,99.74,Monsoon,Monday
2024-07-15,Potato,47.02,27.38,3.16,79.53,No,No,7.32,80.71,Monsoon,Monday
2024-07-15,Chilli,59.08,20.76,8.28,50.99,No,No,11.28,64.87,Monsoon,Monday
2024-07-15,Pumpkin,28.17,28.03,29.37,50.57,No,No,18.76,56.53,Monsoon,Monday
2024-07-15,Radish,41.36,20.31,36.19,83.08,No,No,6.3,63.3,Monsoon,Monday
2024-07-15,Spinach,32.53,22.73,10.24,82.3,No,No,16.29,74.64,Monsoon,Monday
2024-07-15,Coriander,27.87,24.59,8.9,73.54,No,No,9.12,41.29,Monsoon,Monday
2024-07-16,Tomato,32.5,27.89,11.97,58.35,No,No,19.19,59.65,Monsoon,Tuesday
2024-07-16,Brinjal,44.72,29.11,18.76,68.29,No,No,7.91,56.26,Monsoon,Tuesday
2024-07-16,Onion,49.0,28.92,36.85,55.12,No,No,9.575999999999999,62.86,Monsoon,Tuesday
2024-07-16,Carrot,44.52,20.42,29.81,55.65,No,No,18.68,42.98,Monsoon,Tuesday
2024-07-16,Beans,54.37,26.33,15.5,86.87,No,No,5.43,80.84,Monsoon,Tuesday
2024-07-16,Cabbage,41.62,28.0,2.2,64.38,No,No,10.01,83.13,Monsoon,Tuesday
2024-07-16,Cauliflower,50.11,23.94,34.79,66.35,No,No,7.9799999999999995,80.45,Monsoon,Tuesday
2024-07-16,Potato,44.87,28.53,13.25,84.48,No,No,13.16,90.39,Monsoon,Tuesday
2024-07-16,Chilli,62.39,28.8,32.59,78.3,No,No,9.225999999999999,78.1,Monsoon,Tuesday
2024-07-16,Pumpkin,30.72,29.45,21.17,88.91,No,No,13.0,49.11,Monsoon,Tuesday
2024-07-16,Radish,44.77,27.9,36.17,86.77,No,No,4.809,72.92,Monsoon,Tuesday
2024-07-16,Spinach,36.47,23.82,16.89,62.71,No,No,11.0,75.84,Monsoon,Tuesday
2024-07-16,Coriander,28.83,29.15,7.71,72.46,No,No,13.84,62.61,Monsoon,Tuesday
2024-07-17,Tomato,43.73,29.85,18.85,72.0,No,No,11.12,87.56,Monsoon,Wednesday
2024-07-17,Brinjal,47.69,29.37,20.02,88.0,No,No,7.52,69.77,Monsoon,Wednesday
2024-07-17,Onion,56.76,25.64,6.91,76.99,No,No,5.42,82.76,Monsoon,Wednesday
2024-07-17,Carrot,54.5,20.82,38.79,55.84,No,No,6.58,50.38,Monsoon,Wednesday
2024-07-17,Beans,52.1,20.46,32.81,78.94,No,No,6.712999999999999,74.07,Monsoon,Wednesday
2024-07-17,Cabbage,42.65,22.41,39.02,74.65,No,No,4.515,65.82,Monsoon,Wednesday
2024-07-17,Cauliflower,45.88,26.12,31.43,89.26,No,No,6.194999999999999,50.4,Monsoon,Wednesday
2024-07-17,Potato,38.13,25.03,16.12,69.75,No,No,11.41,50.61,Monsoon,Wednesday
2024-07-17,Chilli,58.49,27.64,18.67,84.59,No,No,14.47,73.1,Monsoon,Wednesday
2024-07-17,Pumpkin,43.17,24.25,8.02,74.73,No,No,6.94,90.12,Monsoon,Wednesday
2024-07-17,Radish,37.46,23.97,33.51,84.57,No,No,12.572,75.16,Monsoon,Wednesday
2024-07-17,Spinach,38.34,20.72,4.32,61.04,No,No,13.36,93.46,Monsoon,Wednesday
2024-07-17,Coriander,33.11,23.64,4.15,50.36,No,No,12.52,79.35,Monsoon,Wednesday
2024-07-18,Tomato,49.27,27.24,9.4,69.79,No,No,5.14,94.35,Monsoon,Thursday
2024-07-18,Brinjal,45.44,22.94,37.44,50.52,No,No,3.6119999999999997,40.26,Monsoon,Thursday
2024-07-18,Onion,47.23,25.74,11.49,73.49,No,No,15.3,69.69,Monsoon,Thursday
2024-07-18,Carrot,60.82,20.85,30.2,68.03,No,No,8.924999999999999,93.71,Monsoon,Thursday
2024-07-18,Beans,48.44,28.19,6.64,80.59,No,No,11.78,73.45,Monsoon,Thursday
2024-07-18,Cabbage,31.55,25.62,22.66,69.64,No,No,12.75,42.36,Monsoon,Thursday
2024-07-18,Cauliflower,45.65,25.04,23.08,71.67,No,No,19.83,97.64,Monsoon,Thursday
2024-07-18,Potato,35.52,25.05,11.69,75.08,No,No,14.61,48.73,Monsoon,Thursday
2024-07-18,Chilli,61.55,21.41,13.66,71.72,No,No,11.73,78.81,Monsoon,Thursday
2024-07-18,Pumpkin,37.16,25.13,13.41,77.29,No,No,7.02,60.38,Monsoon,Thursday
2024-07-18,Radish,29.93,25.91,9.96,69.77,No,No,19.46,52.76,Monsoon,Thursday
2024-07-18,Spinach,34.87,26.05,13.34,65.93,No,No,17.92,92.08,Monsoon,Thursday
